date_notice,company,workforce_area,event_number,naics,action_type,affected,date_effective,reason,12/16/2020,"Neovia Logistics Services, LLC Southaven (DeSoto)",Delta,RR-MS- 2020-0013,333999 – All Other Miscellaneous General Purpose Machinery Manufacturing,Layoff,80,01/31/2021,WARN – Layoff - change in ownership. RR – provided by email due to COVID - 19,blank_entry,city,county,_int_raw_fields,_int_accuracy,_int_pdf_filename,_int_page,_int_table_number,_int_data_items
7/23/2024,"Paxton Furniture Industries, LLC Okolona (Chickasaw)",MS Partnership,RR-MS- 2024- 0002,337000 – Furniture and Related Product Manufacturing,Closure,38,,7/24/2024 Non-WARN -Due to lack of business.,,,,,,,,,,,,,"['7/23/2024', 'Paxton Furniture \nIndustries, LLC \nOkolona (Chickasaw)', 'MS \nPartnership', 'RR-MS-\n2024-\n0002', '337000 – Furniture and \nRelated Product \nManufacturing', 'Closure', '38', '', '7/24/2024  Non-WARN -Due to \nlack of business.']",97.94,warn-py2024-q1-warn-jul2024-sep2024.pdf,1,2,8
"7/31/2024 Hartson – Kennedy,",Inc. Gulfport (Harrison),Twin District,RR-MS- 2024- 0003,337110 – Kitchen Cabinet and Countertop Manufacturing,Layoff,54,,WARN – Due to consolidation to primary facility.,,,,,,,,,,,,,"['7/31/2024  Hartson – Kennedy,', 'Inc. \nGulfport (Harrison)', 'Twin \nDistrict', 'RR-MS-\n2024-\n0003', '337110 – Kitchen Cabinet \nand Countertop \nManufacturing', 'Layoff', '54', '', 'WARN – Due to \nconsolidation to \nprimary facility.']",97.94,warn-py2024-q1-warn-jul2024-sep2024.pdf,1,2,8
9/19/2024,Laclede Chain Manufacturing Vicksburg (Warren),South Central,RR-MS- 2024- 0004,333248- All other Industrial Machinery Manufacturing,Closure,50,,9/26/2024 WARN – Due to Lack of business/financial.,,,,,,,,,,,,,"['9/19/2024', 'Laclede Chain \nManufacturing \nVicksburg (Warren)', 'South \nCentral', 'RR-MS-\n2024-\n0004', '333248- All other \nIndustrial Machinery \nManufacturing', 'Closure', '50', '', '9/26/2024  WARN – Due to Lack \nof business/financial.']",97.94,warn-py2024-q1-warn-jul2024-sep2024.pdf,1,2,8
9/3/2024,YoungWilliams Clinton (Hinds),South Central,RR-MS- 2024- 0005,541199 – All other Legal Services,Layoff,100,,10/1/2024 WARN – Due to loss of contract.,,,,,,,,,,,,,"['9/3/2024', 'YoungWilliams \nClinton (Hinds)', 'South \nCentral', 'RR-MS- \n2024-\n0005', '541199 – All other Legal \nServices', 'Layoff', '100', '', '10/1/2024  WARN – Due to loss \nof contract.']",97.94,warn-py2024-q1-warn-jul2024-sep2024.pdf,1,2,8
10/3/2024,View Operating Corporation Olive Branch (DeSoto),MS Partnership,RR-MS 2024- 0006,339999- All Other Miscellaneous Manufacturing,Layoff,147,10/3/2024 WARN- Due to the,economy,,,,,,,,,,,,,"['10/3/2024', 'View Operating \nCorporation \nOlive Branch \n(DeSoto)', 'MS \nPartnership', 'RR-MS \n2024-\n0006', '339999- All Other \nMiscellaneous \nManufacturing', 'Layoff', '147', '10/3/2024  WARN- Due to the', 'economy']",97.29,warn-py2024-q2-warn-oct2024-dec2024.pdf,1,1,9
10/17/2024,Levi Strauss & Co Canton (Madison),South Central MS Works,RR-MS- 2024- 0007,315250 – Cut and Sew Apparel Manufacturing (Except Contractors),Closure,267,,10/29/2024 WARN -. Consolidate production operations to another state.,,,,,,,,,,,,,"['10/17/2024', 'Levi Strauss & Co \nCanton (Madison)', 'South \nCentral MS \nWorks', 'RR-MS-\n2024-\n0007', '315250 – Cut and Sew \nApparel Manufacturing \n(Except Contractors)', 'Closure', '267', '', '10/29/2024  WARN -. Consolidate \nproduction operations \nto another state.']",97.29,warn-py2024-q2-warn-oct2024-dec2024.pdf,1,1,8
12/03/2024 Cooper Lighting,Solutions Vicksburg (Warren),South Central MS Works,RR-MS- 2024- 0008,335139 – Electric Lamp Bulb and Other Lighting Equipment Manufacturing,Closure,80,,01/14/2025 WARN- Realignment to enhance production.,,,,,,,,,,,,,"['12/03/2024  Cooper Lighting', 'Solutions \nVicksburg \n(Warren)', 'South \nCentral MS \nWorks', 'RR-MS-\n2024-\n0008', '335139 – Electric \nLamp Bulb and Other \nLighting Equipment \nManufacturing', 'Closure', '80', '', '01/14/2025  WARN- Realignment \nto enhance production.']",97.29,warn-py2024-q2-warn-oct2024-dec2024.pdf,1,1,8
1/27/2025 MW Components,Pontotoc (Pontotoc),MS Partnership,RR-MS 2024-0009,333248 – Industrial Machinery Manufacturing,Closure,121,,1/29/2025 WARN – Due to the loss of its primary customer.,,,,,,,,,,,,,"['1/27/2025  MW Components', 'Pontotoc (Pontotoc)', 'MS \nPartnership', 'RR-MS \n2024-0009', '333248 – Industrial \nMachinery \nManufacturing', 'Closure', '121', '', '1/29/2025  WARN – Due to the loss \nof its primary customer.']",95.35,warn-py2024-q3-warn-jan2025-mar2025.pdf,1,1,8
12/11/2024,Intuitive Surgical Southaven (DeSoto),MS Partnership,RR-MS 2024-0010,339112 – Surgical and Medical Instrument Manufacturing,Closure,157,,3/18/2025 WARN – Realignment to streamline operations.,,,,,,,,,,,,,"['12/11/2024', 'Intuitive Surgical \nSouthaven \n(DeSoto)', 'MS \nPartnership', 'RR-MS \n2024-0010', '339112 – Surgical \nand Medical \nInstrument \nManufacturing', 'Closure', '157', '', '3/18/2025  WARN – Realignment to \nstreamline operations.']",95.35,warn-py2024-q3-warn-jan2025-mar2025.pdf,1,1,8
02/06/2025 Enviva Pellets,Amory (Monroe),MS Partnership,RR-MS 2024-0011,321999 – All Other Miscellaneous Wood Product Manufacturing,Closure,30,02/07/2025 WARN – Due to,customer reduction in production,,,,,,,,,,,,,"['02/06/2025  Enviva Pellets', 'Amory (Monroe)', 'MS \nPartnership', 'RR-MS \n2024-0011', '321999 – All Other \nMiscellaneous Wood \nProduct \nManufacturing', 'Closure', '30', '02/07/2025  WARN – Due to', 'customer reduction in \nproduction']",95.35,warn-py2024-q3-warn-jan2025-mar2025.pdf,1,1,9
02/18/2025 WWL Vehicle,"Services Americas, Inc. Canton (Madison)",South Central MS Works,RR-MS 2024-0012,488510 – Freight Transportation Arrangement,Layoff,35,4/15/2025 WARN – Due to,customer reduction in production.,,,,,,,,,,,,,"['02/18/2025  WWL Vehicle', 'Services Americas, \nInc. \nCanton (Madison)', 'South \nCentral MS \nWorks', 'RR-MS \n2024-0012', '488510 – Freight \nTransportation \nArrangement', 'Layoff', '35', '4/15/2025  WARN – Due to', 'customer reduction in \nproduction.']",95.35,warn-py2024-q3-warn-jan2025-mar2025.pdf,1,1,9
1/22/2025 Diamond Comic,"Distributors, Inc. Olive Branch (DeSoto)",MS Partnership,RR-MS- 2024-0013,"424920 – Book, Periodical, and Newspaper Merchant Wholesalers",Closure,131,,3/19/2025 WARN – Due to facing financial challenges.,,,,,,,,,,,,,"['1/22/2025  Diamond Comic', 'Distributors, Inc. \nOlive Branch \n(DeSoto)', 'MS \nPartnership', 'RR-MS- \n2024-0013', '424920 – Book, \nPeriodical, and \nNewspaper Merchant \nWholesalers', 'Closure', '131', '', '3/19/2025  WARN – Due to facing \nfinancial challenges.']",95.35,warn-py2024-q3-warn-jan2025-mar2025.pdf,1,1,8
2/12/2025,CAPSTONE Logistics Canton (Madison),South Central MS Works,RR-MS- 2024-0014,488210 – Support Activities for Rail Transportation,Layoff,65,4/14/2025 WARN – Due to,Reduction-in-force,,,,,,,,,,,,,"['2/12/2025', 'CAPSTONE \nLogistics \nCanton (Madison)', 'South \nCentral MS \nWorks', 'RR-MS-\n2024-0014', '488210 – Support \nActivities for Rail \nTransportation', 'Layoff', '65', '4/14/2025  WARN – Due to', 'Reduction-in-force']",95.35,warn-py2024-q3-warn-jan2025-mar2025.pdf,1,1,9
3/18/2025,NauticStar Boats Amory (Monroe),MS Partnership,RR-MS 2024- 0015,336612 – Boat Builders,Closure,47,,4/17/2025 Non-WARN- Due to the economy.,,,,,,,,,,,,,"['3/18/2025', 'NauticStar Boats \nAmory (Monroe)', 'MS \nPartnership', 'RR-MS \n2024-\n0015', '336612 – Boat \nBuilders', 'Closure', '47', '', '4/17/2025  Non-WARN- Due to the \neconomy.']",96.3,warn-py2024-q4-warn-apr2025-jun2025.pdf,1,1,8
4/2/2025,C & D Jarnagin Co. Inc. Corinth (Alcorn),MS Partnership,R R-MS- 2024- 0016,315210 – Cut and sew Apparel Contractors,Closure,3,4/15/2025 Non-WARN- Lack of,Business.,,,,,,,,,,,,,"['4/2/2025', 'C & D Jarnagin Co. \nInc. \nCorinth (Alcorn)', 'MS \nPartnership', 'R\nR-MS-\n2024-\n0016', '315210 – Cut and \nsew Apparel \nContractors', 'Closure', '3', '4/15/2025  Non-WARN- Lack of', 'Business.']",96.3,warn-py2024-q4-warn-apr2025-jun2025.pdf,1,1,9
4/29/2025,SSC Services for Education at JSU Jackson (Hinds),South Central MS Works,R R-MS- 2024- 0017,561720 – Janitorial Services,Layoff,41,6/30/2025 Non-WARN – non-,renewal of the company’s service contract.,,,,,,,,,,,,,"['4/29/2025', 'SSC Services for \nEducation at JSU \nJackson (Hinds)', 'South \nCentral MS \nWorks', 'R\nR-MS-\n2024-\n0017', '561720 – Janitorial \nServices', 'Layoff', '41', '6/30/2025  Non-WARN – non-', 'renewal of the \ncompany’s service \ncontract.']",96.3,warn-py2024-q4-warn-apr2025-jun2025.pdf,1,1,9
4/3/2025,"Pregis Innovative Packaging, LLC Tupelo (Lee)",MS Partnership,RR-MS- 2024- 0018,326112 – Plastic Film and Sheeting Manufacturing,Closure,40,6/30/2025 Non-WARN – Due to,"business conditions continuing to shift, the company has decided to close.",,,,,,,,,,,,,"['4/3/2025', 'Pregis Innovative \nPackaging, LLC \nTupelo (Lee)', 'MS \nPartnership', 'RR-MS-\n2024-\n0018', '326112 – Plastic \nFilm and Sheeting \nManufacturing', 'Closure', '40', '6/30/2025  Non-WARN – Due to', 'business conditions \ncontinuing to shift, the \ncompany has decided to \nclose.']",96.3,warn-py2024-q4-warn-apr2025-jun2025.pdf,1,1,9
05/31/2025,iQor Holding US LCC Meridian (Lauderdale),Twin Districts,RR-MS- 2024- 0019,334413 – Semiconductor and Related Device Manufacturing,Layoff,50,6/23/2025 WARN – non-renewal,of contract.,,,,,,,,,,,,,"['05/31/2025', 'iQor Holding US LCC \nMeridian (Lauderdale)', 'Twin \nDistricts', 'RR-MS- \n2024-\n0019', '334413 – \nSemiconductor and \nRelated Device \nManufacturing', 'Layoff', '50', '6/23/2025  WARN – non-renewal', 'of contract.']",96.3,warn-py2024-q4-warn-apr2025-jun2025.pdf,1,1,9
6/2/2025,Finch Henry Job Corp Center/Education & Training Resources Batesville (Panola),Delta,RR-MS- 2025- 0020,611710 – Educational Support Services,Closure,113,6/11/2025 WARN- Due to,Financial Challenges,,,,,,,,,,,,,"['6/2/2025', 'Finch Henry Job Corp \nCenter/Education & \nTraining Resources \nBatesville (Panola)', 'Delta', 'RR-MS-\n2025-\n0020', '611710 – \nEducational Support \nServices', 'Closure', '113', '6/11/2025  WARN- Due to', 'Financial Challenges']",96.3,warn-py2024-q4-warn-apr2025-jun2025.pdf,1,1,9
03/18/2025 Mississippi Polymers,Corinth (Alcorn),MS Partnership,RR-MS- 2024- 0021,325211 – Plastic Material Resin Manufacturing,Layoff,102,6/24/2025 Non-WARN- This is a,temporary layoff – Due to unexpected drop in orders.,,,,,,,,,,,,,"['03/18/2025  Mississippi Polymers', 'Corinth (Alcorn)', 'MS \nPartnership', 'RR-MS-\n2024-\n0021', '325211 – Plastic \nMaterial Resin \nManufacturing', 'Layoff', '102', '6/24/2025  Non-WARN- This is a', 'temporary layoff – Due \nto unexpected drop in \norders.']",96.3,warn-py2024-q4-warn-apr2025-jun2025.pdf,1,1,9
3/27/2025,"IG Design Group Americas, Inc. Byhalia (Marshall)",MS Partnership,RR-MS- 2024- 0022,541990 – All Other Professional Scientific and Technical Services,Closure,113,08/26/2025 WARN – Due to,evolving business circumstances,,,,,,,,,,,,,"['3/27/2025', 'IG Design Group \nAmericas, Inc. \nByhalia (Marshall)', 'MS \nPartnership', 'RR-MS-\n2024-\n0022', '541990 – All Other \nProfessional Scientific and \nTechnical Services', 'Closure', '113', '08/26/2025  WARN – Due to', 'evolving business \ncircumstances']",96.88,warn-py2025-qtr-1-jul-sep-2025.pdf,1,1,9
"07/11/2025 Rex Lumber,","Brookhaven, LLC Brookhaven (Lincoln)",South Central MS Works,RR-MS- 2025- 0001,"423310 – Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Layoff,71,9/9/2025 WARN – Due to,challenging market conditions.,,,,,,,,,,,,,"['07/11/2025  Rex Lumber,', 'Brookhaven, LLC \nBrookhaven (Lincoln)', 'South \nCentral MS \nWorks', 'RR-MS-\n2025-\n0001', '423310 – Lumber, \nPlywood, Millwork, and \nWood Panel Merchant \nWholesalers', 'Layoff', '71', '9/9/2025  WARN – Due to', 'challenging market \nconditions.']",96.88,warn-py2025-qtr-1-jul-sep-2025.pdf,1,1,9
8/13/2025,Advanced Distributor Products Grenada (Grenada),MS Partnership,RR-MS- 2025- 0002,333415 – Air Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,Layoff,69,,8/14/2025 Non-WARN – Due to reduction of workforce during down season.,,,,,,,,,,,,,"['8/13/2025', 'Advanced Distributor \nProducts \nGrenada (Grenada)', 'MS \nPartnership', 'RR-MS-\n2025-\n0002', '333415 – Air Conditioning \nand Warm Air Heating \nEquipment and \nCommercial and Industrial \nRefrigeration Equipment', 'Layoff', '69', '', '8/14/2025  Non-WARN – Due to \nreduction of workforce \nduring down season.']",96.88,warn-py2025-qtr-1-jul-sep-2025.pdf,1,1,8
8/21/2025,Resolute Forest Products US Inc. / Domtar Grenada (Grenada),MS Partnership,RR-MS- 2025- 0003,322120 – Paper Mill,Layoff,176,9/25/2025 WARN – Due to,current market conditions in the newsprint industry.,,,,,,,,,,,,,"['8/21/2025', 'Resolute Forest \nProducts US Inc. / \nDomtar \nGrenada (Grenada)', 'MS \nPartnership', 'RR-MS-\n2025-\n0003', '322120 – Paper Mill', 'Layoff', '176', '9/25/2025  WARN – Due to', 'current market \nconditions in the \nnewsprint industry.']",96.88,warn-py2025-qtr-1-jul-sep-2025.pdf,1,1,9
9/4/2025,"Boyd Tunica, Inc./ Sam’s Town Hotel Gambling Hall – Robinsonville (Tunica)",Delta,RR-MS- 2025- 0004,721120 – Casino Hotels,Closure,177,10/10/2025 WARN - Declining,market conditions.,,,,,,,,,,,,,"['9/4/2025', 'Boyd Tunica, Inc./ \nSam’s Town Hotel \nGambling Hall – \nRobinsonville (Tunica)', 'Delta', 'RR-MS- \n2025-\n0004', '721120 – Casino Hotels', 'Closure', '177', '10/10/2025  WARN - Declining', 'market conditions.']",96.88,warn-py2025-qtr-1-jul-sep-2025.pdf,1,1,9
9/22/2025,Spectra Laboratories Southaven (DeSoto),MS Partnership,RR-MS- 2025- 0005,621511- Medical Laboratories,Layoff,155,,11/25/2025 WARN – Due to being acquired by another company. RR-Pending,,,,,,,,,,,,,"['9/22/2025', 'Spectra Laboratories \nSouthaven (DeSoto)', 'MS \nPartnership', 'RR-MS-\n2025-\n0005', '621511- Medical \nLaboratories', 'Layoff', '155', '', '11/25/2025  WARN – Due to being \nacquired by another \ncompany. \nRR-Pending']",96.88,warn-py2025-qtr-1-jul-sep-2025.pdf,1,1,8
08/5/2025,"SIMOS Insourcing Solutions, LLC Olive Branch (DeSoto)",MS Partnership,RR-MS- 2024- 0006,561311 – Employment Placement Agencies,Layoff,159,10/03/2025 WARN- Due to,contract not being renewed.,,,,,,,,,,,,,"['08/5/2025', 'SIMOS Insourcing \nSolutions, LLC \nOlive Branch (DeSoto)', 'MS \nPartnership', 'RR-MS-\n2024-\n0006', '561311 – Employment \nPlacement Agencies', 'Layoff', '159', '10/03/2025  WARN- Due to', 'contract not being \nrenewed.']",98.26,warn-py2025-qtr-1-jul-sep-2025.pdf,2,1,9
11/6/2025,"Burgess-Norton Mfg. Co., Inc. Oxford (Lafayette)",MS Partnership,RR-MS- 2025-0007,331221- Rolled Steel Shape Manufacturing,Closure,79,4/15/2026 WARN -Decline in,customer sales.,,,,,,,,,,,,,"['11/6/2025', 'Burgess-Norton Mfg. Co., \nInc. \nOxford (Lafayette)', 'MS \nPartnership', 'RR-MS-\n2025-0007', '331221- Rolled Steel Shape \nManufacturing', 'Closure', '4/15/2026  WARN -Decline in', 'customer sales.', '', '', '', '', '', '79', '', '']",98.66,warn-py2025-qtr-2-oct-dec-2025.pdf,1,1,9
1/29/2025,Milwaukee Electric Tool Corp. Greenwood (Lefore),Delta,RR-MS- 2025-0008,333991 – Power Driven Hand Tool Manufacturing,Layoff,TBA,TBA,Non-WARN – Due to the relocation of the manufacturing operations,,,,,,,,,,,,,"['1/29/2025', 'Milwaukee Electric Tool \nCorp. \nGreenwood (Lefore)', 'Delta', 'RR-MS-\n2025-0008', '333991 – Power Driven \nHand Tool Manufacturing', 'Layoff', 'TBA', 'Non-WARN – Due to the \nrelocation of the \nmanufacturing operations', '', '', '', '', '', 'TBA', '', '']",98.66,warn-py2025-qtr-2-oct-dec-2025.pdf,1,1,9
12/16/2025 Westlake Chemical,Aberdeen (Monroe),MS Partnership,RR-MS- 2025-0009,325998 – All other Chemical Product and Preparation Manufacturing,Closure,99,2/2026,WARN -Due to challenging market conditions.,,,,,,,,,,,,,"['12/16/2025  Westlake Chemical', 'Aberdeen (Monroe)', 'MS \nPartnership', 'RR-MS-\n2025-0009', '325998 – All other Chemical \nProduct and Preparation \nManufacturing', 'Closure', '2/2026', 'WARN -Due to challenging \nmarket conditions.', '', '', '', '', '', '99', '', '']",98.66,warn-py2025-qtr-2-oct-dec-2025.pdf,1,1,9
1/6/2026,GXO Logistics,MS Partnership,RR-MS- 20250010,493110- General Warehousing and Storage,Closure,220,,1/31/2026 WARN – Due to current economy and changes in market demands.,,,,,,,,,,,Southaven,DeSoto,"['1/6/2026', 'GXO \nLogistics', 'Southaven', 'DeSoto', 'MS \nPartnership', 'RR-MS-\n20250010', '493110- \nGeneral \nWarehousing \nand Storage', 'Closure', '220', '', '1/31/2026  WARN – Due \nto current \neconomy and \nchanges in \nmarket \ndemands.']",99.34,warn-py2025-qtr-3-jan-mar-2026.pdf,1,1,10
12/1/2025,NOV Energy Products Services,MS Partnership,RR-MS- 2025-0011,326122 – Plastics Pipe and Pipe Fitting Manufacturing,Closure,12,4/1/2026,Non-WARN- Due to current economy.,,,,,,,,,,,Iuka,Tishomingo,"['12/1/2025', 'NOV Energy \nProducts \nServices', 'Iuka', 'Tishomingo', 'MS \nPartnership', 'RR-MS-\n2025-0011', '326122 – \nPlastics Pipe \nand Pipe \nFitting \nManufacturing', 'Closure', '12', '4/1/2026', 'Non-WARN- \nDue to current \neconomy.']",99.34,warn-py2025-qtr-3-jan-mar-2026.pdf,1,1,11
1/26/2026,"NIKE Retail Services, Inc",MS Partnership,RR-MS- 2025-0012,458110 – Clothing and Clothing Accessories Retailers,Layoff,193,4/3.2026,WARN - Distribution operations are being Reduced,,,,,,,,,,,Byhalia,Marshall,"['1/26/2026', 'NIKE Retail \nServices, Inc', 'Byhalia', 'Marshall', 'MS \nPartnership', 'RR-MS-\n2025-0012', '458110 – \nClothing and \nClothing \nAccessories \nRetailers', 'Layoff', '193', '4/3.2026', 'WARN -\nDistribution \noperations are \nbeing \nReduced']",99.34,warn-py2025-qtr-3-jan-mar-2026.pdf,1,1,11
2/11/2026,Regency Hospital,Twin Districts,RR-MS- 2025-0013,622110 – General Medical and Surgical Hospital,Closure,102,,2/11/2026 WARN -Due to significant financial losses,,,,,,,,,,,Meridian,Lauderdale,"['2/11/2026', 'Regency \nHospital', 'Meridian', 'Lauderdale', 'Twin \nDistricts', 'RR-MS- \n2025-0013', '622110 – \nGeneral \nMedical and \nSurgical \nHospital', 'Closure', '102', '', '2/11/2026  WARN -Due \nto significant \nfinancial \nlosses']",99.34,warn-py2025-qtr-3-jan-mar-2026.pdf,1,1,10
2/13/2026,Birdsong Peanuts- Aberdeen,MS Partnership,RR-MS- 2025-0014,424590 – Other Farm Product Raw Material Merchant Wholesaler,Layoff,7,6/30/2026,Non-WARN- Due to reduction in business activity.,,,,,,,,,,,Prairie,Monroe,"['2/13/2026', 'Birdsong \nPeanuts- \nAberdeen', 'Prairie', 'Monroe', 'MS \nPartnership', 'RR-MS- \n2025-0014', '424590 – Other \nFarm Product \nRaw Material \nMerchant \nWholesaler', 'Layoff', '7', '6/30/2026', 'Non-WARN- \nDue to \nreduction in \nbusiness \nactivity.']",99.34,warn-py2025-qtr-3-jan-mar-2026.pdf,1,1,11
3/1/2026,New Way Trucks,MS Partnership,RR-MS- 2025-0015,336211- Motor Vehicle Body Manufacturing,Layoff,86,5/30/2026,Non-WARN - Due to decreased workload.,,,,,,,,,,,Booneville,Prentiss,"['3/1/2026', 'New Way \nTrucks', 'Booneville', 'Prentiss', 'MS \nPartnership', 'RR-MS-\n2025-0015', '336211- Motor \nVehicle Body \nManufacturing', 'Layoff', '86', '5/30/2026', 'Non-WARN -\nDue to \ndecreased \nworkload.']",99.2,warn-py2025-qtr-3-jan-mar-2026.pdf,2,1,11
03/31/2026,Amplify Cell Technologies,MS Partnership,RR-MS- 2025-0016,"335912- Lithium Batteries, Primary Manufacturing",Layoff,73,05/30/2026 WARN –,Due to changing environments,,,,,,,,,,,Byhalia,Marshall,"['03/31/2026', 'Amplify Cell \nTechnologies', 'Byhalia', 'Marshall', 'MS \nPartnership', 'RR-MS-\n2025-0016', '335912- \nLithium \nBatteries, \nPrimary \nManufacturing', 'Layoff', '73', '05/30/2026  WARN –', 'Due to \nchanging \nenvironments']",99.2,warn-py2025-qtr-3-jan-mar-2026.pdf,2,1,11
